-20,000000;1;0,000000;0,000000;349,982360;0,001782;
-20,000000;4;0,017730;0,000000;349,942536;0,007038;
-20,000000;7;0,040170;0,000000;349,883039;0,017437;
-20,000000;10;0,060398;0,000000;349,806187;0,034411;
-20,000000;13;0,078704;0,000000;349,714111;0,059181;
-20,000000;16;0,095350;0,000000;349,608766;0,092772;
-20,000000;19;0,110570;0,000000;349,491946;0,136031;
-20,000000;22;0,124573;0,000000;349,365287;0,189647;
-20,000000;25;0,137540;0,000000;349,230281;0,254164;
-20,000000;28;0,149629;0,000000;349,088287;0,329998;
-20,000000;31;0,160976;0,000000;348,940533;0,417446;
-20,000000;34;0,171693;0,000000;348,788132;0,516704;
-20,000000;37;0,181874;0,000000;348,632086;0,627876;
-20,000000;40;0,191598;0,000000;348,473293;0,750985;
-20,000000;43;0,200925;0,000000;348,312559;0,885980;
-20,000000;46;0,209903;0,000000;348,150601;1,032752;
-20,000000;49;0,218569;0,000000;347,988054;1,191136;
-20,000000;52;0,226951;0,000000;347,825479;1,360919;
-20,000000;55;0,235068;0,000000;347,663368;1,541852;
-20,000000;58;0,242933;0,000000;347,502150;1,733650;
-20,000000;61;0,250555;0,000000;347,342196;1,936002;
-20,000000;64;0,257937;0,000000;347,183824;2,148575;
-20,000000;67;0,265082;0,000000;347,027304;2,371017;
-20,000000;70;0,271990;0,000000;346,872863;2,602963;
-20,000000;73;0,278660;0,000000;346,720686;2,844039;
-20,000000;76;0,285089;0,000000;346,570924;3,093864;
-20,000000;79;0,291275;0,000000;346,423696;3,352055;
-20,000000;82;0,297218;0,000000;346,279089;3,618225;
-20,000000;85;0,302916;0,000000;346,137168;3,891992;
-20,000000;88;0,308367;0,000000;345,997971;4,172977;
-20,000000;91;0,313573;0,000000;345,861519;4,460804;
-20,000000;94;0,318533;0,000000;345,727813;4,755105;
-20,000000;97;0,323250;0,000000;345,596837;5,055521;
-20,000000;100;0,327727;0,000000;345,468563;5,361702;
-20,000000;103;0,331965;0,000000;345,342951;5,673307;
-20,000000;106;0,335970;0,000000;345,219950;5,990006;
-20,000000;109;0,339746;0,000000;345,099500;6,311481;
-20,000000;112;0,343299;0,000000;344,981535;6,637425;
-20,000000;115;0,346634;0,000000;344,865980;6,967543;
-20,000000;118;0,349758;0,000000;344,752760;7,301553;
-20,000000;121;0,352678;0,000000;344,641791;7,639185;
-20,000000;124;0,355401;0,000000;344,532990;7,980182;
-20,000000;127;0,357934;0,000000;344,426269;8,324298;
-20,000000;130;0,360285;0,000000;344,321542;8,671301;
-20,000000;133;0,362462;0,000000;344,218719;9,020969;
