0,2054527;1;0;0;349,98236;0,001782;
0,8218107;4;0,0177298;0;349,949155;0,0069001;
1,4381687;7;0,0335972;0;349,9022012;0,0167079;
2,0545267;10;0,0479671;0;349,8430861;0,0323826;
2,6708847;13;0,0611579;0;349,7731942;0,0549465;
3,2872427;16;0,0734439;0;349,6937311;0,0852864;
3,9036006;19;0,0850582;0;349,6057439;0,1241703;
4,5199586;22;0,0961962;0;349,5101395;0,1722626;
5,1363166;25;0,107019;0;349,4077015;0,2301376;
5,7526746;28;0,1176565;0;349,299104;0,2982905;
6,3690326;31;0,1282117;0;349,1849249;0,3771488;
6,9853906;34;0,1387642;0;349,065657;0,4670806;
7,6017486;37;0,149374;0;348,9417179;0,5684035;
8,2181066;40;0,160085;0;348,8134591;0,6813907;
8,8344646;43;0,1709282;0;348,6811735;0,8062782;
9,4508226;46;0,1819241;0;348,5451024;0,9432697;
10,0671806;49;0,1930855;0;348,4054417;1,0925415;
10,6835386;52;0,2044191;0;348,2623468;1,2542468;
11,2998966;55;0,2159277;0;348,1159377;1,4285194;
11,9162546;58;0,2276105;0;347,9663028;1,6154766;
12,5326126;61;0,2394652;0;347,8135029;1,8152224;
13,1489706;64;0,251488;0;347,6575738;2,0278495;
13,7653286;67;0,2636743;0;347,4985297;2,2534416;
14,3816866;70;0,2760196;0;347,3363651;2,4920752;
14,9980446;73;0,2885192;0;347,1710575;2,743821;
15,6144026;76;0,3011687;0;347,0025686;3,0087455;
16,2307606;79;0,3139641;0;346,8308464;3,2869115;
16,8471186;82;0,3269019;0;346,6558266;3,5783797;
17,4634766;85;0,3399789;0;346,4774336;3,8832093;
18,0798346;88;0,3531928;0;346,2955817;4,2014583;
18,6961926;91;0,3665413;0;346,1101762;4,5331844;
19,3125506;94;0,3800229;0;345,9211139;4,8784454;
19,9289086;97;0,3936365;0;345,7282839;5,2372992;
20,5452666;100;0,4073812;0;345,5315686;5,6098044;
21,1616246;103;0,4212565;0;345,3308434;5,9960203;
21,7779826;106;0,4352623;0;345,1259779;6,3960069;
22,3943406;109;0,4493987;0;344,916836;6,8098253;
23,0106986;112;0,4636659;0;344,7032761;7,2375373;
23,6270566;115;0,4780642;0;344,4851516;7,6792056;
24,2434146;118;0,4925943;0;344,2623109;8,1348935;
24,8597725;121;0,5072568;0;344,0345977;8,604665;
25,4761305;124;0,5220522;0;343,8018513;9,0885844;
26,0924885;127;0,5369813;0;343,5639063;9,5867165;
26,7088465;130;0,5520447;0;343,3205933;10,099126;
27,3252045;133;0,5672431;0;343,0717382;10,6258774;
27,9415625;136;0,5825769;0;342,8171629;11,1670348;
28,5579205;139;0,5980467;0;342,5566852;11,7226616;
29,1742785;142;0,6136529;0;342,2901186;12,2928204;
29,7906365;145;0,6293956;0;342,0172723;12,8775723;
30,4069945;148;0,6452751;0;341,7379514;13,476977;
31,0233525;151;0,6612912;0;341,4519569;14,0910922;
31,6397105;154;0,677444;0;341,1590853;14,7199736;
32,2560685;157;0,693733;0;340,859129;15,3636742;
32,8724265;160;0,7101579;0;340,551876;16,0222441;
33,4887845;163;0,7267179;0;340,2371097;16,6957305;
34,1051425;166;0,7434122;0;339,9146094;17,3841768;
34,7215005;169;0,7602399;0;339,5841495;18,0876225;
35,3378585;172;0,7771998;0;339,2455;18,806103;
35,9542165;175;0,7942906;0;338,8984262;19,5396488;
36,5705745;178;0,8115108;0;338,5426887;20,2882859;
37,1869325;181;0,8288586;0;338,1780431;21,0520345;
37,198719;184;0,8463323;0;337,8048785;21,8311304;
37,198719;187;0,8638531;0;337,4238951;22,6259016;
37,198719;190;0,8813681;0;337,0357353;23,4366334;
37,198719;193;0,8988627;0;336,6409889;24,263572;
37,198719;196;0,9163253;0;336,2401971;25,1069275;
37,198719;199;0,9337465;0;335,8338569;25,9668777;
37,198719;202;0,9511186;0;335,4224241;26,8435701;
37,198719;205;0,9684352;0;335,0063172;27,7371254;
37,198719;208;0,9856906;0;334,5859204;28,6476391;
37,198719;211;1,0028801;0;334,1615862;29,575184;
37,198719;214;1,0199996;0;333,7336382;30,5198126;
37,198719;217;1,0370452;0;333,3023734;31,4815583;
37,198719;220;1,0540133;0;332,8680643;32,4604373;
37,198719;223;1,0709008;0;332,4309611;33,4564506;
37,198719;226;1,0877047;0;331,9912934;34,4695846;
37,198719;229;1,1044221;0;331,549272;35,4998132;
37,198719;232;1,1210503;0;331,1050903;36,5470984;
37,198719;235;1,1375868;0;330,6589258;37,6113919;
37,198719;238;1,1540292;0;330,2109415;38,6926356;
37,198719;241;1,1703751;0;329,7612869;39,790763;
37,198719;244;1,1866225;0;329,3100993;40,9056995;
37,198719;247;1,2027692;0;328,8575047;42,0373638;
37,198719;250;1,2188134;0;328,4036186;43,1856682;
37,198719;253;1,2347532;0;327,9485473;44,3505192;
37,198719;256;1,250587;0;327,4923881;45,5318184;
37,198719;259;1,2663132;0;327,0352305;46,7294628;
37,198719;262;1,2819303;0;326,5771564;47,9433454;
37,198719;265;1,297437;0;326,1182413;49,1733557;
37,198719;268;1,3128322;0;325,6585541;50,4193798;
37,198719;271;1,3281146;0;325,1981584;51,6813013;
37,198719;274;1,3432834;0;324,7371124;52,9590014;
37,198719;277;1,3583375;0;324,2754695;54,2523588;
37,198719;280;1,3732763;0;323,8132787;55,561251;
